fname_c1	fname_c2	lname_c1	lname_c2	by	bm	bd
HEINZ	NA	SCHWARZ	NA	1955	10	3
THORSTEN	NA	HAHN	NA	1957	11	28
THOMAS	NA	BRANDT	NA	1968	9	27
JUERGEN	NA	WALTER	NA	1954	7	27
HORST	NA	MEIER	NA	1954	1	31
STEFAN	NA	GUENTHER	NA	1926	4	28
GUENTHER	NA	MUELLER	NA	1944	1	7
DIETER	NA	MEYER	NA	1954	6	19
RAINER	NA	SCHROEDER	NA	1939	2	8
HELMUT	NA	HOFFMANN	NA	2007	4	28
THOMAS	NA	SCHMIDT	NA	1968	2	26
RAINER	NA	HUBER	NA	1979	2	9
GEORG	NA	SCHMIDT	NA	1956	12	25
JUERGEN	NA	MARTIN	NA	1937	1	19
THOMAS	NA	SOMMER	NA	2004	3	15
ANDREAS	NA	SCHAEFER	NA	1962	7	7
STEFAN	NA	MUELLER	NA	1940	10	15
FRANK	NA	FRANKE	NA	1924	1	4
HELMUT	NA	SCHAEFER	NA	1971	1	6
GERD	NA	SCHAEFER	NA	1981	3	7
FRANK	NA	MAIER	NA	1989	7	27
GUENTHER	NA	WOLF	NA	1935	4	20
WERNER	NA	WINKLER	NA	1968	8	24
HANS	NA	SCHULZ	NA	1980	5	17
ALEXANDER	NA	WEBER	NA	2001	10	1
STEFAN	NA	MUELLER	NA	1927	7	14
NORBERT	NA	LEHMANN	NA	1983	3	25
OTTO	NA	MEYER	NA	1977	11	15
THOMAS	WOLFGANG	BECKER	NA	1998	9	5
HORST	NA	WERNER	NA	1970	5	12
ANDREAS	NA	MUELLER	NA	1953	11	19
GUENTHER	NA	MUELLER	NA	1989	11	30
DIETER	NA	VOIGT	NA	1973	5	25
JENS	NA	BRANDT	NA	1935	8	25
KLAUS	NA	MOELLER	NA	1941	9	24
GERHARD	NA	BECKER	NA	1950	12	14
KURT	NA	BRANDT	NA	1987	2	12
SEBASTIAN	NA	SCHNEIDER	NA	2001	9	30
HOLGER	NA	SCHWARZ	NA	2007	8	8
CHRISTIAN	NA	MAIER	NA	1942	2	2
RAINER	NA	MUELLER	NA	1955	9	29
BERND	NA	SCHMIDT	NA	1938	5	7
ANDREAS	NA	ZIMMERMANN	NA	1928	1	19
HERBERT	NA	ALBRECHT	NA	1985	12	15
HEINZ	NA	SCHULZ	NA	1979	2	18
HARTMUT	NA	SCHULZ	NA	2002	9	16
ERNST	NA	SCHUBERT	NA	1925	1	30
PETER	NA	MUELLER	NA	2002	1	21
JOERG	NA	STEIN	NA	1971	5	22
CHRISTIAN	NA	MUELLER	NA	1992	3	1
KLAUS	NA	ERNST	NA	1963	8	12
WOLFGANG	NA	SCHMITZ	NA	1969	7	5
SVEN	NA	PETERS	NA	1937	4	11
HERBERT	NA	FRIEDRICH	NA	1984	1	11
NORBEKRT	NA	LEHMANN	NA	1983	3	25
MARKGUS	HARTMUT	NEUMANN	NA	1948	7	31
THORSTEN	OLIVER	SCHUWZ	NA	1983	9	20
UWE	NA	NEUMANN	NA	1947	5	19
WILLI	NA	MEYER	NA	2001	10	29
PETER	NA	SCHAEFER	NA	1957	9	23
FRANK	NA	SCHMIDT	NA	1998	9	24
WOLFGANG	NA	SCHNEIDER	NA	1963	5	23
WILLI	WERNER	SCHMIDT	NA	1962	6	19
JUERGEN	NA	LORENZ	NA	2007	9	3
OLIVER	NA	MUELLER	NA	1949	8	19
BERND	NA	SCHULZE	NA	1995	12	16
MARTIN	PETER	MUELLER	NA	2006	11	27
VOLKER	NA	SCHUSTER	NA	1987	6	22
CHRISTIAN	NA	MUELLER	NA	1952	6	21
NORBERT	NA	SCHOLZ	NA	1952	11	28
HANS	STEFAN	RICHTER	NA	1966	7	7
UWE	NA	SCHREIBER	NA	1984	7	4
BERND	NA	ALBRECHT	NA	1966	7	17
RUEDIGER	NA	SCHWARZ	NA	1990	12	6
ROLF	NA	SCHMITT	NA	2002	7	8
JOACHIM	NA	KOCH	NA	2000	10	23
CHRISTIAN	BERND	SCHULZE	NA	1981	3	3
HELMUT	NA	DIETRICH	NA	1925	1	13
WOLFGANG	NA	MUELLER	NA	2002	1	16
JOERG	NA	FUCHS	NA	1981	11	16
WILHELM	NA	WEISS	NA	1932	8	1
GERHARD	NA	PETERS	NA	1984	8	16
WOLFGANG	PETER	WAGNER	NA	1948	10	11
THORSTEN	NA	SEIDEL	NA	1969	10	3
JAN	NA	SCHULZE	NA	2008	10	3
GUENTHER	NA	LUDWIG	NA	1960	6	23
MATTHIAS	NA	WOLFF	NA	1966	3	29
JUERGEN	NA	FUCHS	NA	1982	1	2
PATRICK	NA	MUELLER	NA	1949	10	7
RALF	NA	KOEHLER	NA	1960	10	1
MANFRED	NA	SCHWARZ	NA	1975	12	10
WERNER	NA	LANGE	NA	1990	1	20
FRITZ	NA	BRAUN	NA	1979	5	16
BERNHARD	NA	BECKER	NA	2002	1	10
ALEXANDER	NA	KOCH	NA	1956	7	25
GUENTHER	NA	BERGER	NA	1961	1	13
DIETER	NA	HARTMANN	NA	1965	11	8
WALTER	NA	KAISER	NA	1961	11	7
UWE	NILS	HORN	NA	1965	7	10
HEINZ	NA	BAUMANN	NA	1968	9	6
MICHAEL	NA	BUSCH	SCHMIDT	1983	7	3
ANDREAS	NA	MUELLER	NA	1982	5	23
CHRISTIAN	NA	ROTH	NA	1977	8	6
RALF	NA	MEYER	NA	1988	6	16
MICHAEL	NA	HERRMANN	NA	1947	11	23
WOLFGANG	NA	WERNER	NA	1938	1	7
JAN	NA	SCHMITT	NA	1969	7	17
HORST	NA	WINKLER	NA	1999	7	2
MANFRED	NA	MAIER	NA	1946	8	11
KLAUS	NA	SCHULZ	NA	1957	3	31
BERND	NA	SCHMID	NA	2003	10	21
JENS	NA	LUDWIG	NA	1956	6	17
DANIEL	NA	MAIER	NA	1983	12	18
WOLFGANG	NA	SCHWARZ	NA	1999	5	28
HORST	NA	HAAS	NA	1962	4	17
CARSTEN	NA	ENGEL	NA	1950	5	27
DIRK	NA	HARTMANN	NA	1981	4	20
JOERG	NA	KLEIN	NA	1959	2	9
STEFAN	NA	WEISS	NA	1932	6	22
WILHELM	NA	SCHMIDT	NA	2006	1	24
CARSTEN	NA	MEYER	NA	1952	8	16
MARTIN	NA	SCHNEIDER	NA	1943	9	23
PETER	NA	SCHMIDT	NA	1946	9	24
ERICH	NA	BRAUN	NA	1953	1	24
THORSTEN	NA	MOELLER	NA	1982	9	4
NORBERT	NA	FISCHER	NA	1955	9	9
FRANK	NA	SCHULZE	NA	1944	6	13
STEFAN	NA	MUELLER	NA	1959	1	7
ROLF	NA	SCHUBERT	NA	1970	2	26
HEINZ	NA	HEINRICH	NA	1969	8	1
HORST	NA	HOFMANN	NA	1944	11	4
BERND	NA	LANGE	NA	1995	6	25
PETER	NA	VOGEL	NA	1948	12	15
FRANK	NA	SCHROEDER	NA	1973	10	19
MATTHIAS	NA	RICHTER	NA	1930	3	3
WOLFGANG	ERICH	SCHMITZ	NA	1992	10	12
DIRK	NA	BAUMANN	NA	2001	7	18
THOMAS	NA	HERRMANN	NA	1969	10	17
HEINZ	NA	WOLF	NA	1975	6	6
HERBERT	NA	FISCHER	NA	1970	9	19
MARTIN	NA	MUELLER	NA	2007	9	21
DIRK	NA	SCHROEDER	NA	1969	3	7
THOMAS	UWE	WOLFF	NA	1978	7	19
CARSTEN	NA	BRAUN	NA	2000	11	8
SVEN	NA	JUNG	NA	1974	7	6
HANS	NA	BRMUN	NA	1970	6	3
MICHAEL	NA	FRANKE	NA	1929	9	14
DIETER	NA	KELLER	NA	1956	1	27
WERNER	NA	BECKER	NA	1962	12	25
PETER	NA	SCHNEIDER	NA	1956	5	4
REINHARD	MANFRED	ERNST	NA	1959	4	14
KARL	NA	KRAUS	NA	1964	12	27
MATTHIAS	NA	MUELLER	NA	1947	2	26
WOLFGANG	HORST	MUELLER	NA	1987	11	1
GERHARD	NA	KRAUSE	NA	1977	7	14
STEFAN	NA	WEBER	NA	1972	10	4
CHRISTIAN	NA	FISCHER	NA	1999	12	21
JOACHIM	NA	WOLF	NA	1936	7	30
BERND	NA	ZIMMERMANN	NA	1993	4	28
MICHAEL	NA	FISCHER	NA	1968	5	10
BERND	NA	WOLF	NA	1959	8	9
ANDREAS	NA	FRANK	NA	1999	11	16
KLAUS	NA	OTTO	NA	1950	5	23
KLAUS	NA	SOMMER	NA	1995	9	5
THOMAS	NA	WOLF	NA	1997	6	20
WILHELM	WILHELM	KRAUSE	NA	1975	6	24
HELMUT	NA	KLEIN	NA	1954	8	7
ANDREAS	NA	NEUMANN	NA	2003	8	10
SVEN	NA	MUELLER	NA	1987	4	15
JOACHIM	NA	KUEHN	NA	1994	11	71
RAINER	NA	FISCHER	NA	1962	4	30
MANFRED	NA	WEISS	NA	1969	7	12
PETER	NA	BAUER	NA	1943	12	13
ERICH	NA	WERNER	NA	1986	5	6
ROLF	JOERG	HUBER	NA	1991	8	15
WALTER	NA	FISCHER	NA	1989	12	10
JENS	NA	SCHNEIDER	NA	1938	3	29
HERBERT	NA	VOIGT	NA	1974	2	4
JOERG	NA	MUELLER	NA	2001	1	1
PETER	NA	BERGMANN	NA	1975	10	10
TOBIAS	NA	SEIDEL	NA	1942	2	12
FRANK	NA	MUELLER	NA	1932	1	6
GUENTHER	NA	WEBER	NA	1977	6	13
GERHARD	NA	KAISER	NA	1994	5	20
CARSTEN	NA	RICHTER	NA	1959	2	20
DIRK	NA	WEISS	NA	1972	6	22
DIRK	NA	SCHUMACHER	NA	1985	3	6
TOBIAS	NA	MEIER	NA	1971	2	12
MAIK	NA	WOLFF	NA	1978	4	26
JENS	JUERGEN	KLEIN	NA	1933	8	16
WERNER	NA	SCHMIDT	NA	1934	6	13
HOLGER	NA	FRIEDRICH	NA	1985	3	6
HEINZ	NA	KLEIN	NA	1973	7	18
HEINZ	NA	BECKER	NA	2006	7	30
MATTHIAS	NA	FISCHER	NA	1997	6	23
GEORG	NA	KRUEGER	NA	1978	4	26
KARL	NA	SCHMIDT	LANGE	1989	12	24
HANS	NA	LORENZ	NA	1930	8	22
GERHARD	NA	WERNER	NA	1981	1	15
STEFAN	NA	LANGE	NA	1949	11	14
DENNIS	NA	POHL	NA	1968	2	19
STEFAN	NA	WINKLER	NA	1959	10	20
STEFAN	WALTER	LANGE	NA	1989	4	13
JUERGEN	NA	WEISS	NA	2001	10	17
MICHAEL	NA	KOERTIG	NA	2001	5	8
HEINZ	HORST	BAUER	NA	1963	7	8
PETER	NA	HEINRICH	NA	1927	5	15
CHRISTOPH	NA	NEUMANN	NA	1991	7	16
JOERG	NA	ZIMMERMANN	NA	1961	7	3
WOLFGANG	NA	BRANDT	NA	1964	3	10
GUENTHER	NA	SCHMIDT	NA	1953	6	21
KURT	NA	BECK	NA	1961	4	9
ROLF	NA	LANGE	NA	1993	3	20
PAUL	NA	THOMAS	NA	1939	9	12
UWE	NA	SCHMIDT	NA	1945	7	8
FLORIAN	NA	LEHMANN	NA	1969	7	21
THOMAS	NA	SCHMIDT	NA	1952	10	21
UWE	NA	WEISS	NA	1965	4	13
THOMAS	NA	OTTO	NA	1963	8	19
MANFRED	NA	BERGMANN	NA	1993	8	12
SEBASTIAN	NA	SCHMITZ	NA	1991	7	2
DIETER	NA	WINKLER	NA	1953	9	11
RAINER	NA	NEUMANN	NA	1992	6	5
HORST	NA	WINKLER	NA	1973	10	14
MATTHIAS	NA	SCHUSTER	NA	1932	7	16
REINHARD	NA	HOFFMANN	NA	1987	8	10
MICHAEL	NA	KELLER	NA	1984	7	22
JUERGEN	WERNER	RICHTER	NA	1967	12	2
HERMANN	NA	KELLER	NA	1937	12	24
BERND	NA	LORENZ	NA	1978	6	10
PETER	NA	HOFMANN	NA	1938	3	26
ROLF	NA	WALTER	NA	1934	1	21
PETER	NA	SCHUSTER	NA	1994	10	10
KARL	NA	SCHMIDT	NA	1993	6	23
CHRISTIAN	NA	WEBER	NA	1961	9	25
PETER	NA	MUELLER	NA	1955	11	2
GUENTHER	NA	SOMMER	NA	1959	7	6
ANDREAS	NA	RICHTER	NA	1979	5	25
MICHAEL	NA	FRANKE	NA	1956	9	3
JENSB	JUERGEN	KLEIN	NA	1933	8	16
PETER	NA	KAISER	NA	1992	10	13
THORSTEN	NA	SEIDEL	NA	1978	11	14
STEFVAN	NA	BAUER	NA	1956	6	28
CHRISTIAN	NA	BECKER	NA	1954	3	23
KARL	NA	THOMAS	NA	1981	7	23
LARS	NA	BECKER	NA	1988	8	16
THOMAS	KARL	HERRMANN	NA	1937	5	22
ANDREAS	NA	KLEIN	NA	1989	8	6
KLAUS	NA	LORENZ	NA	1957	6	3
OLIVER	NA	BAUER	NA	1947	6	14
WALTXER	NA	SCHULZ	NA	1961	9	7
GERHARD	AXEL	SCHMIDT	NA	1973	5	5
BJOERN	NA	FISCHER	NA	2006	8	12
PAUL	NA	BECK	NA	1950	11	8
FRANK	NA	KLEIN	NA	1930	8	20
RALF	NA	MUELLER	NA	1989	11	14
PAUL	NA	PFEIFFER	NA	1956	10	20
KLAUS	NA	BERGER	NA	1999	9	28
ERNST	NA	SCHUBERT	NA	1975	1	30
HORST	NA	KUHN	NA	1959	12	4
PATRICK	NA	JAEGER	NA	1942	2	14
GERHARD	NA	FUCHS	NA	1925	4	28
UWE	NA	WERNER	NA	1939	9	15
ROBERT	NA	WAGNER	NA	1983	9	11
LARS	NA	KRAUSE	NA	1933	8	8
NORBERT	NA	MEYER	NA	1975	8	5
MARTIN	NA	SIMON	NA	1979	8	26
FRITZ	NA	ZIMMERMANN	NA	1956	5	22
THOMAS	NA	MUELLER	NA	1962	12	12
ROLF	NA	KRAUS	NA	1934	11	13
ROLF	NA	DIETRICH	NA	1953	2	25
GUENTHER	NA	SCHNEIDER	NA	1954	11	17
HEINZ	NA	BERGMANN	NA	1935	12	3
MANFRED	GERHARD	WAGNER	NA	1925	3	9
KLAUS	NA	SCHMIDT	NA	1991	4	14
GEORG	NA	THOMAS	NA	2005	4	7
MARCEL	NA	ALBRECHT	NA	1950	10	23
PETER	NA	FISCHER	NA	1966	8	12
HERMANN	HERBERT	SCHAEFER	NA	1966	9	8
HOLGER	NA	HARTMANN	NA	1954	3	29
WERNER	NA	KRUEGER	NA	1963	12	8
NORBERT	CARSTEN	WEBER	NA	1962	1	22
MANFRED	NA	LANGE	NA	2000	6	28
THOMAS	NA	SCHULZE	NA	1949	9	5
GUENTHER	NA	SCHUSTER	NA	1956	5	30
THORSTEN	NA	MUELLER	NA	1937	7	17
STEFAN	NA	SCHMIDT	NA	1946	7	10
JENS	NA	SCHMITZ	NA	1947	3	12
HORST	NA	KOERTIG	NA	1996	5	29
WERNER	NA	HOFMANN	NA	1984	10	28
WALDTER	NA	SCHREIBER	NA	1998	2	22
WERNERG	NA	SCHMIDT	NA	1975	11	21
MATTHIAS	NA	MUELLER	NA	1981	4	7
HANS	NA	ALBRECHT	NA	1979	3	13
THOMAS	NA	SCHMID	NA	1955	1	21
HELMUT	NA	KRAUS	NA	1995	2	28
GUENTHER	WALTER	FISCHER	NA	1938	3	30
THOMAS	NA	FRANK	NA	2001	11	11
ANDRE	NA	LORENZ	NA	1963	8	14
JOERG	THORSTEN	ROTH	NA	1947	2	20
FRANK	NA	SCHMITZ	NA	1963	11	5
ANDREAS	NA	WERNER	NA	1948	2	7
GERHARD	NA	WAGNER	NA	1977	1	12
MARTIN	ANDREAS	WAGNER	NA	1947	1	22
REINHARD	ANDREAS	SIMON	NA	1935	4	24
HEINZ	NA	WERNER	NA	1952	8	3
ALFRED	NA	SCHROEDER	NA	1961	6	14
JOHANNES	NA	NEUMANN	NA	1951	11	2
UWE	NA	GUENTHER	NA	1961	3	11
CHRISTIAN	GUENTHER	KOEHLER	NA	2004	5	23
GERD	NA	KRAUD	NA	1940	6	24
PETER	WOLFGANG	BECKER	NA	1924	12	19
JUERGEN	JUERGEN	ZIMMERMANN	NA	1932	7	15
KAI	NA	KLEIN	NA	2003	11	16
JOACHIM	NA	WINKLER	NA	1976	3	13
UWE	NA	MOELLER	NA	1936	9	4
DIETER	NA	MUELLER	NA	1991	11	21
HERMANN	NA	SCHMIDT	NA	1961	7	14
DIRK	NA	SCHROEDER	NA	1983	7	1
GUENTHER	NA	JAEGER	NA	1946	1	14
RUDORLF	NA	LEHMANN	NA	1987	3	13
CHRISTIAN	NA	FISCHER	NA	1981	12	26
HORST	NA	WEBER	NA	1979	11	6
JOHANNES	NA	KUHN	NA	1942	11	22
RAINER	GERHARD	KRUEGER	NA	2002	3	7
STEFAN	NA	JUNG	NA	1966	10	31
UWE	NA	ROTH	NA	2007	3	10
RALF	NA	WINTER	NA	1937	11	6
SEBASTIAN	NA	HUBER	NA	1985	6	5
THOMAS	NA	MOELLER	NA	1951	7	13
MANFRED	NA	WINKLER	NA	1995	10	6
HERMANN	NA	MEYER	NA	1993	10	10
KARL	NA	WOLF	NA	1983	9	3
GUENTHER	NA	HOFMANN	NA	1952	10	15
THOMAS	NA	FISCHER	NA	2004	11	27
RAINER	NA	LEHMANN	NA	1942	6	20
ERNST	NA	LANGE	NA	1955	4	21
ANDREAS	NA	HAAS	NA	1947	2	9
HORST	NA	MEYER	NA	1958	5	1
JUERGEN	MATTHIAS	MEIER	NA	1998	12	14
CHRISTIAN	NA	LANGE	NA	1935	6	4
HELMUT	NA	SCHMITZ	NA	1936	1	24
WOLFGANG	NA	BRANDT	NA	1964	2	10
HORST	NA	SCHMIDT	NA	1980	10	26
JOACHIM	NA	HERRMANN	NA	1961	11	7
MARCO	NA	PFEIFFER	NA	1942	6	7
CHRISTIAN	NA	SCHAEFER	NA	1932	1	26
WERNER	NA	MEYER	NA	1990	7	19
RALF	NA	SCHULZ	NA	1936	5	17
ULRICH	PETER	LANGE	NA	1949	10	4
JENS	NA	SCHMID	NA	1989	6	4
RAINER	NA	BUSCH	NA	1935	2	22
MICHAEL	NA	SCHAEFER	NA	1953	5	4
WOLFGANG	NA	WOLF	NA	1972	7	11
GERHARD	OLIVER	MUELLER	NA	1941	8	14
UWE	NA	WEBER	NA	1944	10	25
HEIKO	NA	SIMON	NA	1932	10	8
ANDREAS	NA	JAEGER	NA	1936	7	13
THOMAS	NA	KAISER	NA	1980	5	13
NORBERZT	NA	MUELLER	NA	2004	6	5
PETER	NA	ZIMMERMANN	NA	1949	2	28
KLAUS	NA	MUELLER	NA	1977	10	9
HORST	NA	SCHMIDT	NA	1980	2	12
PETER	NA	VOIGT	NA	1949	3	26
PETER	NA	WEBER	NA	1948	9	18
GERHARD	NA	BRAUN	NA	1934	9	21
MICHAEL	NA	SCHMIDT	NA	1983	10	20
MAIK	PETER	LEHMANN	NA	1934	7	27
FRANK	NA	LEHMANN	NA	1937	8	22
OLAF	NA	GRAF	NA	1968	5	5
WERNER	NA	WERNER	NA	1929	4	7
CHRISTIAN	NA	KOEHLER	NA	1966	10	12
GUENTHER	NA	HOFFMANN	NA	1955	4	14
THORSTEN	NA	SCHMIDT	NA	1991	10	5
BERND	NA	FRANK	NA	1934	6	6
WERNER	NA	FRANKE	NA	1977	4	12
GERHARD	NA	MUELLER	NA	2001	9	4
HELMUT	NA	WINTER	NA	1949	12	18
WERNER	NA	KRUEGER	NA	2000	8	30
WERNER	NA	MUELLER	NA	1989	5	27
CHRISTIAN	NA	KOCH	NA	1943	9	24
REINHARD	HEINRICH	ALBRECHT	NA	1954	7	7
PETER	NA	HARTMANN	NA	2004	5	28
MARCO	NA	NEUMANN	NA	1954	9	22
HORST	KLAUS	BERGMANN	NA	1973	4	12
THORSTEN	NA	LEHMANN	NA	1940	9	27
OTTO	NA	FRANK	NA	1982	5	16
THOMAS	NA	KOEHLER	NA	1972	7	11
MARKUS	NA	BECKER	NA	1982	5	6
GERHARD	NA	SCHMITT	NA	1989	10	28
PAUL	NA	SCHAECFER	NA	1942	7	2
GUENTHER	NA	SCHAEFER	NA	1985	10	19
RALF	NA	BAUER	NA	1964	2	16
GERHARD	NA	KUHN	NA	1980	1	4
JENS	NA	KUEHN	NA	1965	1	21
HEINZ	NA	KELLER	NA	1935	11	3
BERND	NA	SCHULTE	NA	1980	3	11
SVEN	NA	MUELLER	NA	1970	1	13
WERNER	NA	NEUMANN	NA	1966	2	20
MANFRED	NA	HOFFMANN	NA	1924	1	13
HANS	NA	MUELLER	NA	1943	9	3
RUDOLF	NA	BAUMANN	NA	1959	6	15
JENS	NA	DIETRICH	NA	1968	8	24
CHRISTIAN	NA	KUHN	NA	2006	5	26
OTTO	NA	KOERTIG	NA	2007	9	22
WOLFGANG	NA	BECKER	NA	2007	4	15
JUERGEN	NA	SCHMIDT	NA	2008	8	22
BERND	NA	KLEIN	NA	2006	11	12
CHRISTOPH	NA	MUELLER	NA	1970	8	31
STEFAN	NA	POHL	NA	1957	9	22
MICHAEL	NA	FISCHER	NA	1993	5	23
HORST	NA	MEIER	NA	1933	11	4
PETER	NA	SCHULZ	NA	1988	10	3
HEINZ	NA	HOFFMANN	NA	1965	11	14
ROLF	NA	SCHMID	NA	1954	1	24
ROLF	WOLFGANG	HARTMANN	NA	1938	11	14
BERND	NA	VOGEL	NA	1959	12	20
STEFAN	NA	SCHNEIDER	NA	1997	6	1
HANS	NA	MUELLER	NA	1959	11	14
MARTIN	NA	KRUEGER	NA	1945	8	20
THOMAS	NA	MUELLER	NA	1941	4	15
DENNIS	NA	POHL	NA	1975	11	6
BERND	NA	SCHMIDT	NA	1986	6	20
ANDREAS	NA	SAUER	NA	1950	4	30
LARS	NA	KAISER	NA	1998	5	21
DIETER	NA	WERNER	NA	1981	5	20
THOMAS	NA	LANG	NA	1934	2	9
ANDREAS	NA	BAUER	NA	2001	11	12
FRANK	NA	SCHMIDT	NA	1986	10	15
STEFAN	NA	LANGE	NA	1969	11	14
GERHARD	NA	SCHOLZ	NA	1936	5	6
ALFRED	NA	HOFFMANN	NA	1937	3	18
PETER	NA	KUHN	NA	1947	11	8
JOERG	NA	WOLFF	NA	1978	3	20
JUERGEN	NA	MUELLER	NA	1964	5	24
MARTIN	NA	MUELLER	NA	2007	9	13
ROLF	NA	SCHMIDT	NA	1973	12	8
NORBERT	NA	SCHMIDT	NA	1939	7	6
HANS	KLAUS	WALTER	NA	1940	5	30
STEFAN	NA	KAISER	NA	1949	5	25
ALEXANDER	NA	SCHMITZ	NA	1964	10	1
PETER	NA	SCHULZ	NA	1985	9	13
JENS	NA	DIETRICH	NA	1965	2	10
SVEN	ANDREAS	POHL	NA	1963	7	12
WALTER	NA	MUELLER	NA	1964	1	31
HEINZ	NA	DIETRICH	NA	1995	7	1
ANDRE	NA	WERNER	NA	1948	10	21
GERHARD	NA	STEIN	NA	1975	1	13
WERNER	NA	SCHULZE	NA	1964	3	6
GUENTHER	NA	ZIMMERMANN	NA	1992	6	23
RALF	RALF	SCHOLZ	NA	1948	6	10
WOLFGANG	NA	SCHMIDT	NA	1986	12	20
RENE	NA	GUENTHER	NA	1973	7	26
UWE	NA	POHL	NA	1985	2	9
FRANK	NA	KOEHLER	NA	1969	10	7
HELMUT	NA	MUELLER	NA	1970	7	31
KLAUS	NA	MOELKER	NA	1975	3	7
KURT	NA	KLEIN	NA	1949	11	21
BERND	NA	POHL	NA	1992	1	22
ALFRED	JAN	SCHULZ	NA	1972	12	6
THOMAS	THORSTEN	HARTMANN	NA	1985	11	8
MATTHIAS	NA	MUELLER	NA	1941	10	10
CARSTEN	NA	SCHMIDT	NA	1970	3	11
HERBERT	NA	HARTMANN	NA	1969	4	25
MARTIN	NA	KRAUSE	NA	1986	3	10
KLAUS	NA	ERNST	NA	1964	2	12
GUENTHER	NA	SCHMITZ	NA	1963	10	17
CARSTEN	NA	LEHMANN	NA	1938	4	26
ALEXANDER	NA	FISCHER	NA	2003	11	17
ANDIREAS	NA	SCHNEIDER	NA	1995	7	24
ALEXANDER	NA	HOFFMANN	NA	1932	4	1
ERICH	NA	BRAUN	NA	1950	7	23
KLAUS	NA	WEBER	NA	1984	3	15
THOMAS	NA	NEUMANN	NA	1989	10	24
MICHAEL	VOLKER	SCHMITZ	KOCH	1934	1	11
CHRISTIAN	NA	MOELLER	NA	2002	7	11
ANDREEAS	PETER	VOIGT	NA	1955	5	8
KLAUS	NA	KOERTIG	NA	1960	5	30
DIRK	NA	MEYER	NA	1968	10	9
SVEN	NA	BAUER	NA	1995	1	23
RENE	NA	BERGER	JUNG	1950	9	23
RUEDIGER	NA	LANGE	NA	1941	12	20
FRANK	NA	WEBER	NA	1968	3	24
ANDRE	NA	BRAUN	NA	1957	2	13
HORST	NA	WERNER	NA	1929	11	8
KLAUS	NA	RICHTER	NA	1957	1	3
OLANF	NA	GROSS	NA	1997	3	12
UWE	NA	WINTER	NA	1963	11	12
OLIVER	NA	MUELLER	NA	1960	3	21
HELMUT	NA	KRAUSE	NA	1969	10	31
WERNER	NA	MEYER	NA	1965	11	18
ANDREAS	NA	PETERS	NA	1943	5	4
KLAUS	NA	ZIMMERMANN	NA	1969	8	6
THOMAS	NA	MEYER	NA	1983	7	3
GUENTHER	NA	MARTIN	NA	1968	5	26
CHRISTIAN	NA	MUELLER	NA	1959	3	29
THOMAS	NA	BERGMANN	NA	1975	12	31
CHRISTIAN	NA	SCHMIDT	NA	2008	11	27
DIETER	NA	LANGE	NA	1963	12	8
JOACHIM	NA	KLEIN	NA	1939	9	1
PETER	NA	SCHMIDT	NA	1955	7	26
DIETER	NA	WINTER	NA	2008	11	1
JOERG	NA	VOGT	NA	1992	10	28
ANDREAS	NA	LANGE	NA	1932	9	1
STEFAN	NA	FUCHS	NA	1943	3	24
GERHARD	NA	HOFMANN	NA	1981	11	2
FRANK	AXEL	HUBER	NA	1961	8	9
THOMAS	NA	FRANKE	NA	1935	7	2
PETER	NA	MUELLER	NA	1965	1	8
GERHARD	NA	HARTMANN	NA	1970	10	17
JUERGEN	NA	SCHNEIDER	NA	1960	6	50
GERHARD	NA	LEHMANN	NA	1938	7	6
WALTER	NA	SCHWARZ	NA	1947	12	8
ALEXANDER	NA	ENGEL	NA	1969	10	25
GUENTHER	NA	BERGMANN	NA	1987	2	27
MICHAEL	NA	MUELDER	SEIDEL	1975	10	8
FRANK	NA	SCHMIDT	NA	2002	8	29
JUERGEN	NA	GROSS	NA	1936	3	19
CARSTEN	NA	WOLFF	NA	1967	3	23
SVEN	NA	WOLF	NA	1939	9	3
JUERGEN	NA	KOCH	NA	1949	6	1
CARSTEN	NA	ZIMMERMANN	NA	1989	10	28
DETLEF	NA	FISCHER	NA	1996	2	24
RALF	NA	BECK	NA	1950	2	21
STEFAN	NA	BRANDT	NA	1968	8	28
STEFAN	NA	SCHMIDT	NA	1956	10	1
GERHARD	NA	FISCHER	NA	2004	6	7
JENS	NA	PETERS	NA	1971	12	29
GUENTHER	NA	HORN	NA	1928	10	1
KLAUS	NA	KUEHN	NA	1968	9	14
FRANK	NA	KRAUSE	NA	1983	3	28
STEFAN	NA	HARTMANN	NA	1981	7	4
RAINER	NA	WOLF	NA	1972	10	12
JOHANNES	NA	SCHNEIDER	NA	1945	11	29
THOMAVS	NA	RICHTER	NA	1980	10	14
STEFAN	NA	BRAUN	NA	2008	11	12
PETER	NA	FISCHER	NA	1985	4	12
CHRISTIAN	NA	HERRMANN	NA	1988	3	25
ERICH	NA	MUELLER	NA	1994	4	15
JUERGEN	NA	SCHMIDT	NA	1986	9	29
DIRK	NA	SCHULZ	NA	1997	2	2
SVEN	NA	SEIDEL	NA	2002	4	1
PAUL	FRANK	MUELLER	NA	1981	7	9
HANS	NA	SCHNEIDER	NA	1959	7	2
RUEDIGER	NA	LANGER	NA	1941	12	20
JUERGEN	NA	NEUMANN	NA	1957	6	4
BERND	NA	KRAUSE	NA	1992	9	27
FRANK	NA	PFEIFFER	NA	1945	10	20
MATTHIAS	NA	SCHAEFER	NA	1958	2	24
